First name,Middle name,Surname,ORCID iD,Project Name,Project URL,Conceptualization,Data curation,Formal analysis,Funding acquisition,Investigation,Methodology,Project administration,Resources,Software,Supervision,Validation,Visualization,Translation,Writing - original draft,Writing - review & editing,Project Managers,Project Coordinators
Emily,,Nordmann,0000-0002-0806-1081,FORRT's Manifesto,https://osf.io/bnh7p_v1,False,,,,False,False,,False,False,False,False,False,,,,,
Biljana,,Gjoneska,0000-0003-1200-6672,FORRT's Manifesto,https://osf.io/bnh7p_v1,False,,,,False,False,,False,False,False,False,False,,,,,
Luisa,,Fassi,0000-0002-0520-6425,FORRT's Manifesto,https://osf.io/bnh7p_v1,False,,,,False,False,,False,False,False,False,False,,,,,
Patrick,S.,Forscher,0000-0002-7763-3565,FORRT's Manifesto,https://osf.io/bnh7p_v1,False,,,,False,False,,False,False,False,False,False,,,,,
Loek,,Brinkman,0000-0003-3997-1173,FORRT's Manifesto,https://osf.io/bnh7p_v1,False,,,,False,False,,False,False,False,False,False,,,,,
Michele,C,Lim,0000-0001-8069-0416,FORRT's Manifesto,https://osf.io/bnh7p_v1,False,,,,False,False,,False,False,False,False,False,,,,,
Olly,,Robertson,0000-0002-7333-0903,FORRT's Manifesto,https://osf.io/bnh7p_v1,False,,,,False,False,,False,False,False,False,False,,,,,
Theofilos ,,Gkinopoulos,0000-0003-0853-5272,FORRT's Manifesto,https://osf.io/bnh7p_v1,False,,,,False,False,,False,False,False,False,False,,,,,
Suzanne,L. K.,Stewart,0000-0003-2152-0091,FORRT's Manifesto,https://osf.io/bnh7p_v1,False,,,,False,False,,False,False,False,False,False,,,,,
Aoife,,O'Mahony,0000-0002-4585-2149,FORRT's Manifesto,https://osf.io/bnh7p_v1,False,,,,False,False,,False,False,False,False,False,,,,,
Jan,Philipp,Röer,0000-0001-7774-3433,FORRT's Manifesto,https://osf.io/bnh7p_v1,False,,,,False,False,,False,False,False,False,False,,,,,
Ali,H,Al-Hoorie,0000-0003-3810-5978,FORRT's Manifesto,https://osf.io/bnh7p_v1,False,,,,False,False,,False,False,False,False,False,,,,,
Lydia,,Riedl,0000-0003-4131-7891,FORRT's Manifesto,https://osf.io/bnh7p_v1,False,,,,False,False,,False,False,False,False,False,,,,,
Andrew,J.,Stewart,0000-0002-9795-4104,FORRT's Manifesto,https://osf.io/bnh7p_v1,False,,,,False,False,,False,False,False,False,False,,,,,
Halil,E.,Kocalar,0000-0002-7299-162X,FORRT's Manifesto,https://osf.io/bnh7p_v1,False,,,,False,False,,False,False,False,False,False,,,,,
Pablo,Ezequiel,Flores-Kanter,https://orcid.org/0000-0002-6712-779X,Glossary - Spanish Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Tao,,Coll-Martín,0000-0002-0591-4018,Glossary - Spanish Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Patrícia ,,Arriaga,0000-0001-5766-0489,Glossary - Portuguese Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Bruna ,,Valério Gomes,0000-0003-4443-7100,Glossary - Portuguese Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Clarissa,,França Dias Carneiro,0000-0001-8127-0034,Glossary - Portuguese Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Larrie,Rabelo,Laporte,https://orcid.org/0000-0002-4252-4668,Glossary - Portuguese Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Luiza,Marques Prates,Behrens,0000-0002-6766-734X,Glossary - Portuguese Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Shuxian,,Jin,0000-0003-2209-4311,Glossary - Chinese Translation,,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,,
Cathy,,Fang,0009-0003-0557-4089,Glossary - Chinese Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Yu,,Xu,0009-0001-2274-7506,Glossary - Chinese Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Xuejun,Ryan,Ji,0000-0003-4023-6854,Glossary - Chinese Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Xinyu,,Wang,0009-0004-4974-9191,Glossary - Chinese Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Ruoting,,Liu,0000-0002-1253-9711,Glossary - Chinese Translation,,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,,
Jinbiao,,Yang,0000-0001-9337-0243,Glossary - Chinese Translation,,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,,
Zixi,,Wang,0000-0003-0916-2308,Glossary - Chinese Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Liangjie,,Chen,0000-0001-9317-3047,Glossary - Chinese Translation,,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,,
Xiujuan,,Wen,,Glossary - Chinese Translation,,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,,
Junlin,,Jing,,Glossary - Chinese Translation,,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,,
Pengfeng,,Hao,,Glossary - Chinese Translation,,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,,
Maria,,Montefinese,https://orcid.org/0000-0002-7685-1034,Glossary - Italian Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Valeria,,Agostini,,Glossary - Italian Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Marta,,Mangiarulo,,Glossary - Italian Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Milena,Veronica,Rota,,Glossary - Italian Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Samiul,,Hossain,https://orcid.org/0000-0003-4553-0542,Glossary - Bengali Translation,,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,,
Md. Burhan ,Uddin,Zubair,https://orcid.org/0009-0007-0456-5112,Glossary - Bengali Translation,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Leticia ,,Micheli,https://orcid.org/0000-0003-0066-8222,Pedagogies,https://forrt.org/pedagogies/,True,True,False,False,True,False,True,False,False,False,False,False,,True,True,,
Julia ,,Wolska,0000-0001-8675-4388,Pedagogies,https://forrt.org/pedagogies/,True,False,False,False,True,False,False,False,False,False,False,False,,True,True,,
Giorgia,,Andreolli,0000-0001-9511-0496,Pedagogies,https://forrt.org/pedagogies/,True,False,False,False,True,False,False,False,False,False,False,True,,True,True,,
Amanda,Mae,Woodward,https://orcid.org/0000-0002-8337-5822,Pedagogies,https://forrt.org/pedagogies/,True,False,False,False,True,False,False,False,False,False,False,False,,True,True,,
Alessio,,Merighi,,Pedagogies,https://forrt.org/pedagogies/,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,,
Tamara,,Marques,https://orcid.org/0000-0001-6539-5494,Pedagogies,https://forrt.org/pedagogies/,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,,
Jacob,F,Miranda,0000-0003-2553-1273,Pedagogies,https://forrt.org/pedagogies/,True,False,False,False,True,False,False,False,False,False,False,False,,True,True,,
Flavio,,Azevedo,https://orcid.org/0000-0001-9000-8513,Pedagogies,https://forrt.org/pedagogies/,True,True,False,False,True,False,False,False,False,True,False,False,,True,True,,
Helena,,Hartmann,0000-0002-1331-6683,Glossary - German Translation,https://forrt.org/glossary/german/,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,,
Susanne,,Vogel,0000-0001-9717-5568,Glossary - German Translation,https://forrt.org/glossary/german/,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,,
Bettina,MJ,Kern,0000-0003-1591-7236,Glossary - German Translation,https://forrt.org/glossary/german/,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Jennifer,,Mattschey,0000-0002-9582-842X,Glossary - German Translation,https://forrt.org/glossary/german/,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Joris,,Frese,0000-0002-5871-997X,Glossary - German Translation,https://forrt.org/glossary/german/,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Leticia,,Micheli,0000-0003-0066-8222,NWO POST-EDU Grant,,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Madeleine ,,Pownall,0000-0002-3734-8006,NWO POST-EDU Grant,,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Helena ,,Hartmann,0000-0002-1331-6683,NWO POST-EDU Grant,,True,False,False,False,False,False,False,False,False,False,False,True,,True,True,,
Thomas,,Rhys Evans,0000-0002-6670-0718,NWO POST-EDU Grant,,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Karen,,Matvienko-Sikar,0000-0003-2777-6581,NWO POST-EDU Grant,,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Flavio ,,Azevedo,0000-0001-9000-8513,NWO POST-EDU Grant,,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Lukas,,Röseler,https://orcid.org/0000-0002-6446-1901,FORRT Germany Verein,https://forrt.org/about/charity/,True,False,False,True,False,False,True,False,False,False,False,False,,True,False,,
Lukas,,Wallrich,0000-0003-2121-5177,FORRT Germany Verein,https://forrt.org/about/charity/,True,False,False,True,False,False,True,False,False,False,False,False,,True,False,,
Helena ,,Hartmann,https://orcid.org/0000-0002-1331-6683,FORRT Germany Verein,https://forrt.org/about/charity/,True,False,False,True,False,False,False,False,False,False,False,False,,True,False,,
Flavio ,,Azevedo,https://orcid.org/0000-0001-9000-8513,FORRT Germany Verein,https://forrt.org/about/charity/,True,False,False,True,False,False,True,False,False,True,False,False,,False,True,,
Justin,,Sulik,0000-0002-0978-9496,FORRT Germany Verein,https://forrt.org/about/charity/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Malte,,Elson,0000-0001-7806-9583,FORRT Germany Verein,https://forrt.org/about/charity/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Leticia,,Micheli,0000-0003-0066-8222,FORRT Germany Verein,https://forrt.org/about/charity/,True,False,False,True,False,False,True,False,False,False,False,False,,False,True,,
Lukas,,Röseler,https://orcid.org/0000-0002-6446-1901,Team Einstein 2023,,True,False,False,False,True,False,False,False,False,False,False,False,,True,True,,
Lukas,,Wallrich,0000-0003-2121-5177,Team Einstein 2023,,True,False,False,False,True,False,False,False,False,False,False,False,,True,True,,
Helena ,,Hartmann,https://orcid.org/0000-0002-1331-6683,Team Einstein 2023,,True,False,False,False,True,False,False,False,False,False,False,False,,True,True,,
Flavio ,,Azevedo,https://orcid.org/0000-0001-9000-8513,Team Einstein 2023,,True,False,False,False,True,False,True,False,False,True,False,False,,True,True,,
Leticia,,Micheli,0000-0003-0066-8222,Team Einstein 2023,,True,False,False,False,True,False,False,False,False,False,False,False,,True,True,,
Lukas,,Wallrich,0000-0003-2121-5177,Team Website,https://forrt.org/,True,True,False,False,False,False,True,True,True,True,False,False,,False,False,,
Samuel,,Guay,0000-0001-6990-839X,Team Website,https://forrt.org/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Bethan ,,Iley,0000-0002-5813-3303,Team Website,https://forrt.org/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Dominik,,Kiersz,0000-0001-5787-9034,Team Website,https://forrt.org/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Sam,,Parsons,0000-0002-7048-4093,Team Website,https://forrt.org/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Flavio,,Azevedo,0000-0001-9000-8513,Team Website,https://forrt.org/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Mudahera Richard,,Dushime,0000-0002-1281-9895,Team Website,https://forrt.org/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Pauline,,Karega,,Team Website,https://forrt.org/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Seun ,,Olufemi,,Team Website,https://forrt.org/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Susana,,González-Sahagún,,Team Website,https://forrt.org/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Belay,,Moges,,Team Website,https://forrt.org/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Cosmas,,Knowen,,Team Website,https://forrt.org/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Max F. ,,Wan,0000-0002-6043-7349,Team Website,https://forrt.org/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Lukas,,Wallrich,0000-0003-2121-5177,Team Ideas,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Helena ,,Hartmann,https://orcid.org/0000-0002-1331-6683,Team Ideas,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Flavio ,,Azevedo,https://orcid.org/0000-0001-9000-8513,Team Ideas,,True,False,False,False,False,False,True,False,False,True,False,False,,True,True,,
Leticia,,Micheli,0000-0003-0066-8222,Team Ideas,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
John,J,Shaw,0000-0003-3190-6772,Team Ideas,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Kelly,E,Lloyd,0000-0002-0420-2342,Team Ideas,,False,False,False,False,False,False,True,True,False,False,False,False,,False,False,,
Lukas,,Röseler,0000-0002-6446-1901,Replication Research MüCOS/FORRT Journal - Editorial Team,http://replicationresearch.org,True,True,False,True,True,False,True,True,True,True,True,True,,True,True,,
Lukas,,Wallrich,0000-0003-2121-5177,Replication Research MüCOS/FORRT Journal - Editorial Team,http://replicationresearch.org,True,True,False,False,False,False,False,True,False,True,True,False,,True,True,,
Susanne,,Adler,0000-0002-3211-6871,Replication Research MüCOS/FORRT Journal - Editorial Team,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Thomas,Rhys,Evans,0000-0002-6670-0718,Replication Research MüCOS/FORRT Journal - Editorial Team,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Janik,,Goltermann,0000-0003-3087-1002,Replication Research MüCOS/FORRT Journal - Editorial Team,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Ulrike,,Gut,0000-0002-8395-4357,Replication Research MüCOS/FORRT Journal - Editorial Team,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Max,,Korbmacher,000-0002-8113-2560,Replication Research MüCOS/FORRT Journal - Editorial Team,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Elen,,Le Foll,0000-0002-5839-8010,Replication Research MüCOS/FORRT Journal - Editorial Team,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Victoria,,Moser,,Replication Research MüCOS/FORRT Journal - Editorial Team,http://replicationresearch.org,True,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Miriam,,Müller,,Replication Research MüCOS/FORRT Journal - Editorial Team,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Prince,,Oppong Boakye,0009-0003-5447-8034,Replication Research MüCOS/FORRT Journal - Editorial Team,http://replicationresearch.org,False,False,False,False,False,True,False,False,False,False,True,False,,True,True,,
Steven,,Verheyen,0000-0002-6778-6744,Replication Research MüCOS/FORRT Journal - Editorial Team,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Ingmar,,Visser,0000-0003-3855-2778,Replication Research MüCOS/FORRT Journal - Editorial Team,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Sebastian,,Kurten,0000-0001-7620-4462,Replication Research MüCOS/FORRT Journal - Editorial Team,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Flavio,,Azevedo,0000-0001-9000-8513,Replication Research MüCOS/FORRT Journal - Editorial Team,http://replicationresearch.org,False,True,False,False,False,False,False,True,False,True,True,False,,True,True,,
Karina,,van Dalen-Oskam,0000-0001-7697-4512,Replication Research MüCOS/FORRT Journal - Editorial Team,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Björn,,Brembs,0000-0001-7824-7650,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Abel,,Brodeur,,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Niko,,Busch,0000-0003-4837-0345,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Rickard,,Carlsson,0000-0002-6456-5735,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Tobias,,Dienlin,0000-0002-6875-8083,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Gilad,,Feldman,0000-0003-2812-6599,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Helena,,Hartmann,0000-0002-1331-6683,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Claudia,,Mohr,,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,True,False,False,False,False,True,False,False,False,,False,False,,
Helene,,Richter,0000-0001-5990-0087,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Maike,,Richter,0000-0003-4078-3954,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Marianne,,Saam,0000-0001-7055-0567,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Elisabeth,,Sawatzky,,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,True,False,False,False,False,True,False,False,False,,False,False,,
Felix,,Schönbrodt,0000-0002-8282-3910,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Priya,,Silverstein,0000-0003-0095-339X,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Moin,,Syed,0000-0003-4759-3555,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Jens,,Unkenholz,,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,True,False,False,False,False,True,False,False,False,,False,False,,
David,,Vaidis,0000-0002-1954-2219,Replication Research MüCOS/FORRT Journal - External Member,http://replicationresearch.org,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Susann,,Auer,0000-0001-6566-5060,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Mitja,,Back,0000-0003-2186-1558,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Louise,,Bezuidenhout,0000-0003-4328-3963,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Tobias,,Dienlin,0000-0002-6875-8083,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Michael,C,Frank,0000-0002-7551-4378,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Sarah ,K,McCann,0000-0003-4737-2349,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Kevin,,McManus,0000-0002-7855-6733,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Rima-Maria,,Rahal,0000-0002-1404-0471,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Christof,,Schöch,0000-0002-4557-2753,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Heidi,,Seibold,0000-0002-8960-9642,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Priya,,Silverstein,0000-0003-0095-339X,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Crystal,N,Steltenpohl,0000-0001-5049-9354,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Moin,,Syed,0000-0003-4759-3555,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Mario,,Gollwitzer,0000-0003-4310-4793,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Guido,,Scherp,0000-0003-4503-3853,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Marianne,,Saam,0000-0001-7055-0567,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Brian,,Nosek,0000-0001-6797-5476,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Alex,,Holcombe,0000-0003-2869-0085,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Jeroen,,Sondervan,0000-0002-9866-0239,Replication Research Journal - Advisory Board,http://replicationresearch.org,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Josefina,,Weinerova,0000-0001-9911-526X,Mapping Open Science Communities,https://forrt.org/mapping_os/,False,False,False,False,True,False,True,False,False,True,True,False,,True,True,,
Flavio ,,Azevedo,0000-0001-9000-8513,Mapping Open Science Communities,https://forrt.org/mapping_os/,False,False,False,False,True,False,True,False,False,True,True,False,,True,True,,
Magda ,,Skubera,0000-0002-0301-1368,Mapping Open Science Communities,https://forrt.org/mapping_os/,False,True,True,False,True,False,False,False,False,False,True,False,,True,True,,
Max,,Korbmacher,0000-0002-8113-2560,Mapping Open Science Communities,https://forrt.org/mapping_os/,False,False,False,False,True,False,False,False,False,False,True,False,,False,True,,
Thomas,Rhys,Evans,0000-0002-6670-0718,Mapping Open Science Communities,https://forrt.org/mapping_os/,False,False,False,False,True,False,False,False,False,False,True,False,,False,True,,
Charlotte,R.,Pennington,0000-0002-5259-642X,Mapping Open Science Communities,https://forrt.org/mapping_os/,True,False,False,True,True,False,True,False,False,True,True,False,,True,True,,
Flavio,,Azevedo,0000-0001-9000-8513,NWO TRACKREP Grant,,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Helena ,,Hartmann,0000-0002-1331-6683,NWO TRACKREP Grant,,True,False,False,False,False,False,False,False,False,False,False,True,,True,True,,
Lukas,,Wallrich,0000-0003-2121-5177,NWO TRACKREP Grant,,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Leticia ,,Micheli,0000-0003-0066-8222,NWO TRACKREP Grant,,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Sam,,Parsons,0000-0002-7048-4093,NWO TRACKREP Grant,,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Madeleine,,Pownall,0000-0002-3734-8006,Team Einstein 2022,,True,False,False,False,True,False,False,False,False,False,False,False,,True,True,,
Mahmoud,,Elsherif,0000-0002-0540-3998,Team Einstein 2022,,True,False,False,False,True,False,False,False,False,False,False,False,,True,True,,
Sam,,Parsons,https://orcid.org/0000-0002-1331-6683,Team Einstein 2022,,True,False,False,False,True,False,False,False,False,False,False,False,,True,True,,
Flavio ,,Azevedo,https://orcid.org/0000-0001-9000-8513,Team Einstein 2022,,True,False,False,False,True,False,True,False,False,True,False,False,,True,True,,
Annalisa ,,Myer,0000-0002-2363-4757,Team Einstein 2022,,True,False,False,False,True,False,False,False,False,False,False,False,,True,True,,
Lukas,,Röseler,0000-0002-6446-1901,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,True,False,False,False,False,False,True,False,False,True,False,False,,True,True,,
Lukas,,Wallrich,0000-0003-2121-5177,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Helena ,,Hartmann,0000-0002-1331-6683,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Flavio ,,Azevedo,0000-0001-9000-8513,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Charlotte,Rebecca,Pennington,0000-0002-5259-642X,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Mark,,Jekel,,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Gilad ,,Feldman,0000-0003-2812-6599,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Abel ,,Brodeur,,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Annette ,,van Randenborgh,,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Peder ,Mortvedt ,Isager,0000-0002-6922-3590,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Luisa,,Altegoer,0000-0001-8466-7328,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Janik,,Goltermann,0000-0003-3087-1002,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Joachim,,Hüffmeier,0000-0002-0490-7035,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Veronica,,Boyce,0000-0002-8890-2775,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Sarahanne ,M.,Field,0000-0001-7874-1261,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Don,,van Ravenzwaaij,0000-0002-5030-4091,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Merle-Marie,,Pittelkow,0000-0002-7487-7898,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Pryia,,Silverstein,,Guide to Carrying out Replication Studies,https://lukasroeseler.github.io/replicationresearch_mockup/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
