Title,Definition,Reference,Originally drafted by,Reviewed (or Edited) by,Translated by,Translation reviewed by,Translation,Related_terms,Reference(s),Drafted by,Originally Drafted by
Hidden Moderators (المتغيِّرات الوسيطة الخفيَّة) *,"** Contextual conditions that can, unbeknownst to researchers, make the results of a replication attempt deviate from those of the original study. Hidden moderators are sometimes invoked to explain (away) failed replications. Also called hidden assumptions.  **",** Zwaan et al. (2018),** Ali H. Al-Hoorie,** Mahmoud Elsherif; Sam Parsons,** Ahmed Hakami,"** Hiba Alomary, Asma Alzahrani, Ali H. Al-Hoorie, Alaa M. Saleh, Hala Alghamdi, Mohammed Mohsen",التَّعريف:** الظُّروف السياقيَّة التي يمكن دون علم الباحثين أن تجعل نتائج محاولة التِّكرار تحيد عن نتائج الدِّراسة الأصليَّة. يتم أحيانًا اللُّجوء للمتغيِّرات الوسيطة الخفيَّة؛ لتبرير فشل تكرار النَّتائج. وتسمى أيضًا الافتراضات الخفيَّة.  **المصطلحات ذات الصِّلة:** الفرضيَّة المساعدة.,** Auxiliary Hypothesis,NA,NA,NA
Hypothesis (الفرضيَّة) *,"** A hypothesis is an unproven statement relating the connection between variables (Glass & Hall, 2008\) and can be based on prior experiences, scientific knowledge, preliminary observations, theory and/or logic. In scientific testing, a hypothesis can be usually formulated with (e.g. a positive correlation) or without a direction (e.g. there will be a correlation). Popper (1959) posits that hypotheses must be falsifiable, that is, it must be conceivably possible to prove the hypothesis false. However, hypothesis testing based on falsification has been argued to be vague, as it is contingent on many other untested assumptions in the hypothesis (i.e., auxiliary hypotheses). Longino (1990, 1992\) argued that ontological heterogeneity should be valued more than ontological simplicity for the biological sciences, which considers we should investigate differences between and within biological organisms.  **",NA,NA,** Ali H. Al-Hoorie; Mahmoud Elsherif; Helena Hartmann; Charlotte R. Pennington**;** Graham Reid; Olly Robertson,Awatif Alruwaili,"** Asma Alzahrani, Ali H. Al-Hoorie, Mai Helmy, Alaa M. Saleh, Mohammed Mohsen  ### **I** {#i}","التَّعريف**: الفرضيَّة عبارة عن ادِّعاء غير مثبت يتعلَّق بالعلاقة بين المتغيّرات (Glass & Hal, 2008\) ويمكن أن تستند إلى تجارب سابقة، أو معرفة علميَّة، أو ملاحظات أوليَّة، أو نظريَّة أو منطق.  في الاختبارات العلميَّة، يمكن عادةً صياغة الفرضيَّة مع تحديد الاتجاه، مثلًا ارتباط إيجابي، أو بدون اتجاه، مثلًا سيكون هناك ارتباط ما. يذهب بعض الفلاسفة (Popper, 1959\) إلى أن الفرضيَّات يجب أن تكون قابلة للدَّحض، أي أنَّه يجب أن يكون من الممكن إثبات خطأ الفرضيَّة. ومع ذلك، فقد قيل إن اختبار الفرضية القائم على التفنيد غامض؛ لأنَّه يعتمد على العديد من الافتراضات الأخرى غير المختبرة في الفرضيَّة (أي الفرضيَّات المساعدة). كما حاجج البعض (Longino, 1990, 1992\) بأنَّ عدم التَّجانس الوجودي يجب أن يتم تقييمه أكثر من البساطة الوجوديَّة للعلوم البيولوجيَّة، والذي يرى أنَّه يجب علينا دراسة الاختلافات بين الكائنات البيولوجيَّة وداخلها. **المصطلحات ذات الصِّلة:** الفرضيَّة المساعدة، التحليلات التوكيديَّة، نتائج سلبيَّة كاذبة، نتائج إيجابيَّة كاذبة، النَّمذجة، التَّنبؤات، البحث الكميّ، النَّظريَّة، بناء النَّظريَّة، الخطأ من النَّوع الأوّل، الخطأ من النَّوع الثَّاني.",** Auxiliary Hypothesis; Confirmatory analyses; False negative result; False positive result; Modelling; Predictions; Quantitative research; Theory; Theory building; Type I error; Type II error,"** Beller and Bender (2017); Glass and Hall (2008); Longino (1990, 1992); Popper (1959)",** Ana Barbosa Mendes,NA
i10-index (مؤشر i10) *,** A research metric created by Google Scholar that represents the number of publications a researcher has with at least 10 citations.  **,NA,NA,** Flávio Azevedo; Sam Parsons,** Nazik Alnour,"** Ali H. Al-Hoorie, Mai Helmy, Alaa M. Saleh, Hala Alghamdi, Mohammed Mohsen",ا**لتَّعريف: مؤشر أنشأه الباحث العلمي من قوقل، ويمثل عدد المنشورات لباحث ما التي حصلت على 10 استشهادات على الأقل.  المصطلحات ذات الصِّلة: الاستشهاد، إعلان سان فرانسيسكو بشأن تقييم البحوث، مؤشر إتش، التَّأثير.,** Citation; DORA; H-index; Impact,** [https://guides.library.cornell.edu/impact/author-impact-10](https://guides.library.cornell.edu/impact/author-impact-10),** Emma Norris,NA
Ideological bias (التَّحيُّز الأيديولوجي) *,"** The idea that pre-existing opinions about the quality of research can depend on the ideological views of the author(s). One of the many biases in the peer review process, it expects that favourable opinions towards the research would be more likely if friends, collaborators, or scientists agree with an editor or reviewer’s political viewpoints (Tvina et al., 2019). This could potentially lead to a variety of conflicts of interest that undermine diverse perspectives, for example: speeding or delaying peer-review, or influencing the chances of an individual being invited to present their research, thus promoting their work.  **",NA,NA,** Elizabeth Collins; Flávio Azevedo; Madeleine Ingham; Sam Parsons; Graham Reid,"** Nazik Alnour **** Ali H. Al-Hoorie, Ahlam Ahmed, Mai Helmy, Alaa M. Saleh, Mohammed Mohsen",NA,"التَّعريف:** يمكن أن تعتمد الآراء المسبقة حول جودة البحث على وجهات النَّظر الأيديولوجيَّة للمؤلف (المؤلفين) باعتبارها واحدة من التَّحيُّزات العديدة في عملية تحكيم الأقران.  يُتوقع أن تكون الآراء الإيجابيَّة تجاه البحث أكثر احتماليَّة إذا اتفق الأصدقاء، أو المتعاونون، أو العلماء مع وجهات النَّظر السِّياسيَّة للمحرِّر، أو المراجع (Tvina et al., 2019). وقد يؤدي ذلك إلى مجموعة متنوعة من تضارب المصالح التي تقلِّل من التَّنوع في وجهات النَّظر، على سبيل المثال تسريع أو تأخير تحكيم الأقران، أو التَّأثير على فرص دعوة الفرد لتقديم بحوثه، وبالتَّالي التَّرويج لعمله.  **المصطلحات ذات الصِّلة:** تحيُّز الشَّخصنة، تحكيم الأقران.",** Ad hominem bias; Peer review,** Tvina et al. (2019),** Mahmoud Elsherif,NA
Inclusion (الشُّمول ) *,"** Inclusion, or inclusivity, refers to a sense of welcome and respect within a given collaborative project or environment (such as academia) where *diversity* simply indicates a wide range of backgrounds, perspectives, and experiences. Efforts to increase *inclusion* go further to promote engagement and equal valuation among diverse individuals, who might otherwise be marginalized. Increasing inclusivity often involves minimising the impact of, or even removing, systemic barriers to accessibility and engagement.  **",Calvert (2019); [Martinez-Acosta and Favero (2018)](https://www-ncbi-nlm-nih-gov.proxy.library.vanderbilt.edu/pmc/articles/PMC6153014/),NA,** Mahmoud Elsherif; Graham Reid; Kai Krautter; Suzanne L. K. Stewart; Flávio Azevedo,** Ali H. Al-Hoorie,"** Mai Helmy, Ahlam Ahmed, Alaa M. Saleh, Hiba Alomary, Mohammed Mohsen",التَّعريف:** يقصد بالشَّمول أو الشُّمولية: الشُّعور بالتَّرحاب، والاحترام داخل مشروع، أو بيئة تعاونيَّة معيَّنة (مثل الأوساط الأكاديميَّة) حيث يشير *التَّنوع* ببساطة إلى وجود مجموعة واسعة من الخلفيَّات، ووجهات النَّظر والخبرات.  كما تسعى الجهود المبذولة  لزيادة *الشُّموليَّة* إلى تعزيز المشاركة، والتَّقييم المتساوي بين مختلف الأفراد الذين قد يتعرضون للتَّهميش.  غالبًا ما تتضمَّن زيادة الشُّمولية تقليل تأثير، أو حتى إزالة الحواجز النِّظاميَّة التي تحول دون إمكانيَّة الوصول والمشاركة. **المصطلحات ذات الصِّلة:** التَّنوع، العدالة، العدالة الاجتماعيَّة.,** Diversity; Equity; Social Justice,NA,** Ryan Millager,NA
Incentive structure (هيكل الحوافز) *,"** The set of evaluation and reward mechanisms (explicit and implicit) for scientists and their work. Incentivised areas within the broader structure include hiring and promotion practices, track record for awarding funding, and prestige indicators such as publication in journals with high impact factors, invited presentations, editorships, and awards. It is commonly believed that these criteria are often misaligned with the telos of science, and therefore do not promote rigorous scientific output. Initiatives like DORA aim to reduce the field’s dependency on evaluation criteria such as journal impact factors in favor of assessments based on the intrinsic quality of research outputs.  **",** Koole and Lakens (2012); Nosek et al. (2012); Schonbrodt (2019); Smaldino and McElreath (2016),** Charlotte R. Pennington; Olmo van den Akker,** Helena Hartmann; Flávio Azevedo; Robert M. Ross; Graham Reid; Suzanne L. K. Stewart,Awatif Alruwaili,"** Ahlam Ahmed, Alaa M. Saleh, Ali H. Al-Hoorie, Asma Alzahrani, Mohammed Mohsen",التَّعريف:** الهياكل التَّحفيزيَّة هي مجموعة من آليات التَّقييم والمكافأة (الصَّريحة والضِّمنيَّة) للعلماء وأعمالهم. ضمن الهيكل الأوسع.  تتعلَّق المجالات المحفزَّة بممارسات التَّوظيف والتَّرقيات، ووجود سجل حافل في منح التَّمويل، ومؤشرات الاعتبار كالنَّشر في مجلات ذات معامل تأثير عالية، ودعوات العروض التَّقديميَّة، والتَّحرير، والجوائز. يذهب الكثير إلى أنَّ هذه المعايير غالبًا ما تكون غير متوافقة مع غاية العلم وبالتَّالي لا تشجع على الإنتاج العلمي الصَّارم. تهدف مبادرات مثل دورا إلى تقليل الاعتماد على معايير التَّقييم، مثل تقليل الاعتماد على معامل التَّأثير للمجلَّات، والتَّركيز على الجوهر العلمي لمخرجات البحوث. **المصطلحات ذات الصِّلة**: إعلان سان فرانسيسكو بشأن تقييم البحوث، المقاييس، الضَّغط، النشر أو الفناء، الكميَّة، هيكل المكافأة (نظام المكافآت)، المنشورات العلميَّة، العلم البطيء، العوامل الهيكليَّة (البنيويَّة).,** DORA; Metrics; Pressure; Publish or perish; Quantity; Reward structure; Scientific publications; Slow science; Structural factors,NA,NA,NA
Induction (الاستقراء) *,"** “Reasoning by drawing a conclusion not guaranteed by the premises; for example, by inferring a general rule from a limited number of observations. Popper believed that there was no such logical process; we may guess general rules but such guesses are not rendered even more probable by any number of observations. By contrast, Bayesians inductively work out the increase in probability of a hypothesis that follows from the observations” (Dienes, 2008, p. 164).  **",Dienes (2008),NA,NA,"** Dr. Nazik Alnour **** Alaa M. Saleh, Ali H. Al-Hoorie, Ahlam Ahmed, Asma Alzahrani, Mohammed Mohsen",NA,"التَّعريف:** هو الاستدلال باستخلاص نتائج لم تتضمَّنها المقدِّمات المنطقية، مثل استنباط قاعدة عامة من عدد محدود من الملاحظات.  ويعتقد بوبر بأن هذه العمليَّة غير ممكنة، فقد نخمِّن القواعد العامة، لكن مثل هذه التَّخمينات لا تصبح أكثر ترجيحًا عبر زيادة أي عدد من الملاحظات، وعلى نقيض ذلك، يقدّر علماء المنهج البايزي بشكل استقرائي مقدار الزِّيادة في ترجيح الفرضيَّة عبر تتبع الملاحظات"" (Dienes, 2008, p. 164).  **المصطلحات ذات الصِّلة:** الفرضيَّة.",** Hypothesis,NA,** Alaa Aldoh,NA
Interaction Fallacy (مغالطة التَّفاعل) *,"** A statistical error in which a formal test is not conducted to assess the difference between a significant and non-significant correlation (or other measures, such as Odds Ratio). This fallacy occurs when a significant and non-significant correlation coefficient are assumed to represent a statistically significant difference but the comparison itself is not explicitly tested.  **",** Gelman and Stern (2006); Morabia et al. (1997); Nieuwenhuis et al. (2011),** Graham Reid,** Ali H. Al-Hoorie; Mahmoud Elsherif; Kai Krautter; Sam Parsons.,** Ahlam Ahmed,"** Alaa M. Saleh, Ali H. Al-Hoorie, Asma Alzahrani, Mohammed Mohsen",التَّعريف:** هو خطأ إحصائي، حيث لا يتم إجراء اختبار منهجي لتقييم الفرق بين الارتباط ذي الدلالة الإحصائيَّة والارتباط الذي لم يحصل على لدلالة الإحصائيَّة، (أو مقاييس أخرى ، مثل نسبة الأرجحيَّة).  تحدث هذه المغالطة عندما يُفترض أنَّ معامل ارتباط دال إحصائياً وآخر غير دال يمثلان فرقًا ذا دلالة إحصائيَّة، ولكن بدون اختبار المقارنة نفسها بشكل صريح. **المصطلحات ذات الصِّلة:** مقارنة الارتباطات، اختبار دلالة الفرضيَّة الصِّفريَّة، الصِّدق الإحصائي، الخطأ من النَّوع الأول، الخطأ من النَّوع الثَّاني.,** Comparison of Correlations; Null Hypothesis Significance Testing (NHST); Statistical Validity; Type I error; Type II error,NA,NA,NA
Interlocking (التَّشابك) *,"** An analysis at the core of intersectionality to analyse power, inequality and exclusion, as efforts to reform academic culture cannot be completed by investigating only one avenue in isolation (e.g. race, gender or ability) but by considering all the systems of exclusion. In contrast to intersectionality (which refers to the individual having multiple social identities), interlocking is usually used to describe the systems that combine to serve as oppressive measures toward the individual based on these identities.  **",NA,NA,** Ali H. Al-Hoorie; Flávio Azevedo; Mahmoud Elsherif; Eliza Woodward; Gerald Vineyard;,** Ahmed Hakami,"Alaa M. Saleh, Ali H. Al-Hoorie, Ahlam Ahmed, Asma Alzahrani, Mohammed Mohsen",التَّعريف:** تحليل في صميم التَّقاطعية لتحليل السُّلطة، واللا مساواة، والإقصاء حيث لا يمكن إكمال الجهود المبذولة لإصلاح الثَّقافة الأكاديميَّة عبر دراسة وسيلة واحدة فقط بمعزل عن الآخر.  على سبيل المثال: العرق، أو الجنس، أو القدرة. ولكن من خلال النَّظر في جميع الأنظمة الإقصائية. وعلى النَّقيض من التَّقاطعيَّة، والتي تشير إلى أنَّ الفرد يمتلك هويات اجتماعيَّة متعدِّدة، عادةً ما يستخدم التَّشابك لوصف الأنظمة التي تتحد لتكون بمثابة تدابير قمعيَّة تجاه الفرد بناءً على هذه الهويات.  **المصطلحات ذات الصِّلة:** بروبينساينس، العدالة؛ التَّنوع، الشُّمول، التَّقاطعية، العلم المفتوح، العدالة الاجتماعيَّة.,** Bropenscience; Equity; Diversity; Inclusion; Intersectionality; Open Science; Social Justice,** Ledgerwood et al. (2021),** Christina Pomareda,NA
Internal Validity (الصِّدق الدَّاخلي) *,"** An indicator of the extent to which a study’s findings are representative of the true effect in the population of interest and not due to research confounds, such as methodological shortcomings. In other words, whether the observed evidence or covariation between the independent (predictor) and dependent (criterion) variables can be taken as a bona fide relationship and not a spurious effect owing to uncontrolled aspects of the study’s set up. Since it involves the quality of the study itself, internal validity is a priority for scientific research.  **","** Campbell and Stanley (1966) **Alternative definition:** In Psychometrics, the degree of evidence that confirms the internal structure of a psychometric test as compatible with the structure of a psychological construct. **Related terms to alternative definition:** Construct validity",** Annalise A. LaPlume,** Helena Hartmann; Oscar Lecuona; Meng Liu; Sam Parsons; Graham Reid; Flávio Azevedo,** Hala Alghamdi,"** Alaa M. Saleh, Ali H. Al-Hoorie, Ahlam Ahmed, Asma Alzahrani, Mohammed Mohsen",التَّعريف:** هو مؤشر على مدى كون نتائج دراسة ما تمثل التَّأثيرالحقيقي في مجتمع الدِّراسة المستهدف، وليست ناتجة عن متغيرات بحثيَّة دخيلة، مثل القصور في المنهجيَّة، وبعبارة أخرى: يعبّر الصِّدق الدَّاخلي عمَّا إذا كانت الأدلَّة المرصودة، أو التَّباين بين المتغيّرات المستقلة (المتنبِّئة) والمتغيِّرات التَّابعة (المحكية) ناتجة عن علاقة حقيقيَّة وليست نتيجة زائفة؛ بسبب الجوانب التي لا يمكن التَّحكُّم بها عند تصميم الدِّراسة.  وبما أنَّ الأمر يتعلَّق بجودة الدِّراسة نفسها، يعدُّ الصِّدق الدَّاخلي أولويَّة في البحث العلمي. **المصطلحات ذات الصِّلة:** الصِّدق الخارجي، الصِّدق. **التَّعريف البديل:** في القياسات النَّفسيَّة، هو درجة الأدلَّة التي تؤكد على التَّناسق بين الهيكل الدَّاخلي؛ لاختبار قياس نفسي، وبنية البناء النَّفسي. **المصطلحات ذات الصِّلة بالتَّعريف البديل:** الصِّدق البنائي.,** External validity; Validity,** Messick (1995),NA,NA
Intersectionality (التَّقاطعيَّة) *,"** A term which derives from Black feminist thought and broadly describes how social identities exist within ‘interlocking systems of oppression’ and structures of (in)equalities (Crenshaw, 1989). Intersectionality offers a perspective on the way multiple forms of inequality operate together to compound or exacerbate each other. Multiple concurrent forms of identity can have a multiplicative effect and are not merely the sum of the component elements. One implication is that identity cannot be adequately understood through examining a single axis (e.g., race, gender, sexual orientation, class) at a time in isolation, but requires simultaneous consideration of overlapping forms of identity.  **",NA,NA,** Ali H. Al-Hoorie; Bradley Baker; Mahmoud Elsherif; Wanyin Li; Ryan Millager; Charlotte R. Pennington; Flávio Azevedo,** Ahlam Ahmed,"** Ali H. Al-Hoorie, Alaa M. Saleh, Hiba Alomary, Asma Alzahrani, Mohammed Mohsen   ### **J** {#j}","التَّعريف:** مصطلح مستمد من الفكر النَّسوي الأسود، ويصف بشكل عام وجود الهويات الاجتماعيَّة داخل ""أنظمة الاضطهاد المتشابكة"" وهياكل (عدم) المساواة (Crenshaw, 1989). تقدِّم التَّقاطعيَّة منظورًا عن الطَّريقة التي تعمل بها أشكال متعدِّدة من عدم المساواة معًا؛ لمضاعفة بعضها البعض.  يمكن أن يكون لأشكال الهويَّة المتعدِّدة والمتزامنة تأثير مضاعف أكبر من مجرَّد مجموع العناصر المكونة لها.  أحد الآثار المترتِّبة على ذلك هو أنَّه لا يمكن فهم الهوية بشكل كاف من خلال فحص محور واحد (كالعرق، أو الجنس، أو الميول الجنسيَّة، أو الطَّبقية) في وقت ما بمعزل عن غيره، بل يتطلَّب دراسة متزامنة لأشكال الهوية المتداخلة. **المصطلحات ذات الصِّلة**: بروبنساينس، التَّنوع، الشمول، التشابك، العلم المفتوح.",** Bropenscience; Diversity; Inclusion; Interlocking; Open Science,** Crenshaw (1989); Grzanka (2020); Ledgerwood et al. (2021),** Madeleine Pownall,NA
